ID	website	job_function	category_name	category_id	ADD_BY	by_k_means_cluster	is_mutiple
606	glassdoor	Other	Others (Others)	u8	Sun	21	
607	glassdoor	Product & Project Management	Manufacturing (Product Development / Management)	j6	Sun	10	
608	glassdoor	Research & Science	Sciences, Lab, R&D (Research & Development (R&D))	s7	Sun	4	
609	glassdoor	Retail & Food Services	Sales, CS & Business Devpt (Retail Sales)	r8	Sun	4	
610	glassdoor	Sales	Sales, CS & Business Devpt (Direct Sales)	r7	Sun	6	
611	glassdoor	Skilled Labor & Manufacturing	Manufacturing (Manufacturing Management)	j4	Sun	5	
612	glassdoor	Transportation	Transportation & Logistics (Others)	t12	Sun	24	
613	jora	Accounting	Accounting (Accountant)	a1	Sun	22	
614	jora	Administrative	Admin & HR (Administration / Operation Manager)	b1	Sun	25	
615	jora	Agriculture	Others (Agriculture / Forestry / Fishing)	u1	Sun	25	
616	jora	Architecture	Building & Construction (Architectural Services)	e1	Sun	17	
617	jora	Arts	Design (Graphics)	e6	Sun	14	
618	jora	Banking	Banking / Finance (Others)	c21	Sun	2	
619	jora	Business	Sales, CS & Business Devpt (Others)	r15	Sun	12	
620	jora	Computer	Information Technology (IT) (Hardware)	h5	Sun	25	
621	jora	Construction	Building & Construction (Building / Construction / QS)	e2	Sun	23	
622	jora	Consulting	Accounting (Consulting)	a5	Sun	19	
623	jora	Customer Service	Sales, CS & Business Devpt (Customer Service - Manager)	r5	Sun	6	
624	jora	Education	Education (Others)	e23	Sun	11	
625	jora	Energy	Sciences, Lab, R&D (Energy / Natural Resources / Oil & Gas)	s2	Sun	14	
626	jora	Engineering	Engineering (Others)	f8	Sun	5	
627	jora	Facilities	Building & Construction (Building / Construction / QS)	e2	Sun	26	
628	jora	Finance	Banking / Finance (Financial Services)	c9	Sun	16	
629	jora	Food Service	Hospitality / F & B (Food & Beverage)	g1	Sun	6	
630	jora	Healthcare	Beauty Care / Health (Others)	d5	Sun	19	
631	jora	Hospitality	Hospitality / F & B (Hospitality / Hotel Services)	g2	Sun	21	
632	jora	Human Resources	Admin & HR (Others)	b11	Sun	11	
633	jora	IT	Information Technology (IT) (Others)	h20	Sun	9	
634	jora	Law Enforcement	Professional Services (Legal & Compliance)	o4	Sun	0	
635	jora	Legal	Professional Services (Legal & Compliance)	o4	Sun	7	
636	jora	Logistics	Transportation & Logistics (Others)	t12	Sun	24	
637	jora	Maintenance	Engineering (Mechanical)	f6	Sun	1	
638	jora	Management	Management (General Management)	i6	Sun	10	
639	jora	Manufacturing	Manufacturing (Others)	j9	Sun	5	
640	jora	Marketing	Marketing / Public Relations (Marketing - General / Support)	k5	Sun	6	
641	jora	Mechanical	Engineering (Mechanical)	f6	Sun	24	
642	jora	Mining	Others (Agriculture / Forestry / Fishing)	u1	Sun	19	
643	jora	Pharmaceutical	Medical Services (Pharmaceutical)	m4	Sun	20	
644	jora	Publishing	Media & Advertising (Print Media)	l7	Sun	17	
645	jora	Real Estate	Property / Real Estate (Others)	p3	Sun	17	
646	jora	Restaurant	Hospitality / F & B (Food & Beverage)	g1	Sun	21	
647	jora	Retail	Sales, CS & Business Devpt (Retail Sales)	r8	Sun	4	
648	jora	Sales	Sales, CS & Business Devpt (Direct Sales)	r7	Sun	6	
649	jora	Scientific	Sciences, Lab, R&D (Others)	s8	Sun	11	
650	jora	Security	Others (Security / Safety Control)	u4	Sun	12	
651	jora	Social Estate	Public / Civil (Social Services - Community / Non-profit Organization)	q3	Sun	23	
652	jora	Sport	Beauty Care / Health (Athletics / Fitness / Sports & Recreation)	d1	Sun	21	
653	jora	Training	Admin & HR (Training & Development)	b10	Sun	11	
654	jora	Transportation	Transportation & Logistics (Others)	t12	Sun	24	
655	jora	Travel	Hospitality / F & B (Tourism / Travel Agency)	g4	Sun	19	
656	jora	Volunteering	Public / Civil (Social Services - Community / Non-profit Organization)	q3	Sun	1	
699	michael page	Healthcare (Healthcare)	Beauty Care / Health (Others)	d5	Sun	19	
700	michael page	Healthcare (Private Care)	Beauty Care / Health (Others)	d5	Sun	19	
701	michael page	Healthcare (Pharmacy)	Medical Services (Pharmaceutical)	m4	Sun	19	
702	michael page	Life Sciences (Clinical Operations )	Sciences, Lab, R&D (Life Science)	s6	Sun	4	
703	michael page	Life Sciences (Regulatory Affairs)	Sciences, Lab, R&D (Life Science)	s6	Sun	6	
704	michael page	Life Sciences (Medical Affairs)	Medical Services (Others)	m7	Sun	20	
705	michael page	Life Sciences (Medical devices)	Medical Services (Medical Services Technician)	m2	Sun	20	
706	michael page	construction (Architecture / Design)	Building & Construction (Architectural Services)	e1	Omar	14	
707	michael page	Finance & Accounting (Accountant/Bookkeeper)	Accounting (Accountant)	a1	Sun	16	
708	michael page	Finance & Accounting (Internal Control)	Accounting (Financial Controller)	a9	Sun	16	
709	michael page	Finance & Accounting (Accounts Payable)	Accounting (Accountant)	a1	Sun	16	
710	michael page	Finance & Accounting (Financial Controller)	Accounting (Financial Controller)	a9	Sun	16	
711	michael page	Finance & Accounting (Financial Director / CFO)	Accounting (Finance / Accounting Manager)	a7	Sun	16	
712	michael page	Finance & Accounting (Business Analysis / Systems Analysis)	Accounting (Financial Analyst)	a8	Sun	16	
713	michael page	Finance & Accounting (Corporate Finance)	Banking / Finance (Corporate Finance)	c4	Sun	16	
714	michael page	Finance & Accounting (Investor Relations)	Banking / Finance (Investment)	c11	Sun	16	
715	michael page	Finance & Accounting (Management Accountant)	Accounting (Finance / Accounting Manager)	a7	Sun	16	
716	michael page	Finance & Accounting (Group Consolidation)	Admin & HR (HR Director / Manager)	b4	Sun	16	
717	michael page	Finance & Accounting (Internal Audit)	Accounting (Audit)	a3	Sun	16	
718	michael page	Finance & Accounting (Tax Practice)	Accounting (Taxation)	a10	Sun	16	
719	michael page	Finance & Accounting (Treasury)	Accounting (Treasurer)	a11	Sun	16	
720	michael page	Engineering & Manufacturing (Engineering Design, R&D and NPI)	Engineering (Manufacturing & Production)	f5	Sun	5	
721	michael page	Engineering & Manufacturing (Quality, Technical)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Sun	5	
722	michael page	Engineering & Manufacturing (Production, Manufacturing)	Engineering (Manufacturing & Production)	f5	Sun	5	
723	michael page	Engineering & Manufacturing (Project / Programme Management)	Engineering (Engineering Project Management)	f4	Sun	5	
724	michael page	Engineering & Manufacturing (Field Services / Maintenance)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Sun	5	
725	michael page	Engineering & Manufacturing (Chemical / Process)	Engineering (Chemical)	f1	Sun	5	
726	michael page	Engineering & Manufacturing (Compliance / EHS)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Sun	5	
727	michael page	Engineering & Manufacturing (Six Sigma, Lean, Process improvement)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Sun	5	
728	michael page	Marketing (Product Manager)	Marketing / Public Relations (Marketing - Brand / Product Management)	k3	Sun	6	
729	michael page	Marketing (Marketing Communications)	Marketing / Public Relations (Marketing - Marketing Communication)	k7	Sun	6	
730	michael page	Marketing (Public Relations / Corporate Communication)	Marketing / Public Relations (Marketing - Marketing Communication)	k7	Sun	6	
731	michael page	Marketing (Analysis & Planning)	Marketing / Public Relations (Others)	k11	Sun	4	
732	michael page	Marketing (Research)	Marketing / Public Relations (Marketing - Market Research)	k6	Sun	4	
733	michael page	Marketing (Brand & Design)	Marketing / Public Relations (Marketing - Brand / Product Management)	k3	Sun	14	
734	michael page	Marketing (Client/Investor Relations)	Marketing / Public Relations (Public Relations - General / Support)	k10	Sun	6	
735	michael page	Marketing (General Management)	Marketing / Public Relations (Management)	k2	Sun	10	
736	michael page	Marketing (Marketing Assistant)	Marketing / Public Relations (Marketing - General / Support)	k5	Sun	6	
737	michael page	Marketing (Marketing/Director/VP)	Marketing / Public Relations (Marketing - Direct Marketing)	k4	Sun	6	
738	michael page	Marketing (Sales Promotion)	Marketing / Public Relations (Marketing - Marketing Communication)	k7	Sun	6	
739	michael page	Sales (Business Development)	Sales, CS & Business Devpt (Business Development)	r2	Sun	6	
740	michael page	Sales (Account Manager)	Sales, CS & Business Devpt (Account Servicing)	r1	Sun	6	
741	michael page	Sales (Sales Manager/Director/VP)	Sales, CS & Business Devpt (Sales - Sales Management)	r10	Sun	6	
742	michael page	Sales (Channel Sales)	Sales, CS & Business Devpt (Channel / Distribution)	r4	Sun	6	
743	michael page	Sales (General Management)	Sales, CS & Business Devpt (Sales - Sales Management)	r10	Sun	10	
744	michael page	Secretarial & Business Support (Customer Services)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
745	michael page	Secretarial & Business Support (Sales Support / Customer Service)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
746	michael page	Human Resources (Recruitment)	Admin & HR (Recruitment / Executive Search)	b8	Sun	0	
747	michael page	Human Resources (HR Manager)	Admin & HR (HR Director / Manager)	b4	Sun	0	
748	michael page	Human Resources (Compensation & Benefits)	Admin & HR (Compensation & Benefits)	b3	Sun	12	
749	michael page	Human Resources (Head of HR)	Admin & HR (Administration / Operation Manager)	b1	Sun	0	
750	michael page	Human Resources (HR Business Partner)	Admin & HR (Others)	b11	Sun	0	
751	michael page	Human Resources (HR Consultant)	Admin & HR (Others)	b11	Sun	0	
752	michael page	Human Resources (Training Manager)	Admin & HR (Training & Development)	b10	Sun	0	
753	michael page	Procurement & Supply Chain (Direct Procurement)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7	Sun	4	
754	michael page	Procurement & Supply Chain (Procurement Management)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7	Sun	10	
755	michael page	Procurement & Supply Chain (Supply Chain Management)	E-commerce (Supply Chain)	e17	Sun	10	
756	michael page	Procurement & Supply Chain (Transport / Distribution Manager)	Transportation & Logistics (Supply Chain)	t11	Sun	4	
757	michael page	Procurement & Supply Chain (Warehouse Manager)	Transportation & Logistics (Inventory / Warehousing)	t6	Sun	4	
758	michael page	Legal (General Counsel)	Professional Services (Legal & Compliance)	o4	Sun	7	
759	michael page	Legal (Attorney)	Professional Services (Legal & Compliance)	o4	Sun	7	
760	michael page	Legal (Corporate)	Professional Services (Legal & Compliance)	o4	Sun	7	
761	michael page	Legal (Fraud / White Collar / Crime)	Professional Services (Legal & Compliance)	o4	Sun	7	
762	michael page	IT (IT Project & Programme Management)	Information Technology (IT) (Product Management / Business Analyst)	h12	Sun	9	
763	michael page	IT (IT Support)	Information Technology (IT) (Support)	h15	Sun	9	
764	michael page	IT (IT Systems & Testing)	Information Technology (IT) (Testing / QA)	h18	Sun	9	
765	michael page	IT (Senior IT Management / CIO / CTO)	Information Technology (IT) (IT Management)	h8	Sun	9	
766	michael page	Banking & Financial Services (Equity Research)	Banking / Finance (Others)	c21	Sun	4	
767	michael page	Banking & Financial Services (Venture Capitalism & Private Equity)	Banking / Finance (Equities / Capital Markets)	c8	Omar	4	
768	michael page	Digital (Digital / Web Design)	Design (Web Designer)	e11	Sun	0	
769	michael page	Digital (User Experience)	Information Technology (IT) (UI/UX Designer)	h19	Omar	0	
770	michael page	Construction (Architecture / Design)	Building & Construction (Building / Construction / QS)	e2	Sun	14	
771	page personnel	Banking & Financial Services ( Accountancy & Finance)	Accounting (Accountant)	a1	Sun	2	
772	page personnel	Banking & Financial Services ( Operations / Middle Office - Banking / Securities)	Banking / Finance (Others)	c21	Sun	4	
773	page personnel	Banking & Financial Services ( Insurance / Actuarial)	Insurance (Actuarial)	i1	Sun	4	
774	page personnel	Banking & Financial Services ( Back Office - Operations)	Banking / Finance (Others)	c21	Sun	4	
775	page personnel	Banking & Financial Services ( Customer Service)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	4	
776	page personnel	Banking & Financial Services ( Retail Banking - Financial Advisory / Personal)	Banking / Finance (Retail Banking)	c18	Sun	4	
777	page personnel	Banking & Financial Services ( Compliance & Legal)	Professional Services (Legal & Compliance)	o4	Sun	4	
778	page personnel	Banking & Financial Services ( Operations / Middle Office - Asset Management)	Banking / Finance (Asset Management)	c2	Sun	4	
779	page personnel	Banking & Financial Services ( Private Banker / RM / Wealth Manager)	Banking / Finance (Wealth Management)	c20	Sun	4	
780	page personnel	Banking & Financial Services ( RM / Corporate Banker)	Banking / Finance (Corporate Banking)	c3	Sun	4	
781	page personnel	Banking & Financial Services ( Treasury)	Banking / Finance (Treasury)	c19	Sun	4	
782	page personnel	Banking & Financial Services ( Sales & Trading)	Banking / Finance (Dealing & Trading)	c7	Sun	4	
783	page personnel	Banking & Financial Services ( Audit)	Accounting (Audit)	a3	Sun	4	
784	page personnel	Banking & Financial Services ( Corporate Finance / Mergers & Acquisitions)	Banking / Finance (Corporate Finance)	c4	Sun	2	
785	page personnel	Banking & Financial Services ( Quantitative Analysis)	Banking / Finance (Analyst)	c1	Sun	4	
786	page personnel	Banking & Financial Services ( Risk Management)	Banking / Finance (Risk Management)	c17	Sun	4	
787	page personnel	Banking & Financial Services ( Credit Analysis & Research)	Banking / Finance (Credit Analysis / Approval)	c5	Sun	4	
788	page personnel	Banking & Financial Services ( Capital Markets / Equity)	Banking / Finance (Equities / Capital Markets)	c8	Sun	4	
789	page personnel	Banking & Financial Services ( Portfolio / Fund / Asset Manager)	Banking / Finance (Asset Management)	c2	Sun	4	
790	page personnel	Banking & Financial Services ( Debt / Structured Finance)	Banking / Finance (Loan)	c12	Sun	2	
791	page personnel	Banking & Financial Services ( Product Control & Valuations)	Banking / Finance (Others)	c21	Sun	4	
792	page personnel	Banking & Financial Services ( Research)	Banking / Finance (Others)	c21	Sun	4	
793	page personnel	Banking & Financial Services ( Tax)	Accounting (Taxation)	a10	Sun	4	
794	page personnel	Banking & Financial Services ( Claims / Policy Admin)	Insurance (Claims Officer)	i2	Omar	4	
795	page personnel	Banking & Financial Services ( Underwriting)	Insurance (Underwriter)	i4	Omar	4	
796	page personnel	Finance & Accounting ( Accountant)	Accounting (Accountant)	a1	Sun	16	
797	page personnel	Finance & Accounting ( Assistant Accountant)	Accounting (Accountant)	a1	Sun	16	
798	page personnel	Finance & Accounting ( Financial Analyst / Business Analyst)	Accounting (Financial Analyst)	a8	Sun	16	
799	page personnel	Finance & Accounting ( Accounts Payable)	Accounting (Accountant)	a1	Sun	16	
800	page personnel	Finance & Accounting ( Accounting Manager/ Finance Manager)	Accounting (Finance / Accounting Manager)	a7	Sun	16	
801	page personnel	Finance & Accounting ( Accounts Receivable)	Accounting (Accountant)	a1	Sun	16	
802	page personnel	Finance & Accounting ( Audit)	Accounting (Audit)	a3	Sun	16	
803	page personnel	Finance & Accounting ( Management Accountant)	Accounting (Finance / Accounting Manager)	a7	Sun	16	
804	page personnel	Finance & Accounting ( Credit Control)	Accounting (Credit Control)	a6	Sun	16	
805	page personnel	Finance & Accounting ( Financial Accountant)	Accounting (Accountant)	a1	Sun	16	
806	page personnel	Finance & Accounting ( Treasury / Cashier)	Accounting (Treasurer)	a11	Omar	16	
807	page personnel	Finance & Accounting ( Bookkeeper)	Accounting (Accountant)	a1	Sun	16	
808	page personnel	Finance & Accounting ( Payroll)	Accounting (Others)	a12	Sun	16	
809	page personnel	Finance & Accounting ( Tax)	Accounting (Taxation)	a10	Sun	16	
810	page personnel	Secretarial & Business Support ( Customer Services)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
811	page personnel	Secretarial & Business Support ( Administrator)	Sales, CS & Business Devpt (Sales Administration)	r11	Sun	12	
812	page personnel	Secretarial & Business Support ( Legal Secretary)	Admin & HR (Secretary)	b9	Sun	12	
813	page personnel	Secretarial & Business Support ( Executive Assistant)	Admin & HR (Personal / Executive Assistant)	b6	Sun	12	
814	page personnel	Secretarial & Business Support ( Receptionist)	Admin & HR (Receptionist)	b7	Sun	12	
815	page personnel	Secretarial & Business Support ( Secretary)	Admin & HR (Secretary)	b9	Sun	12	
816	page personnel	Secretarial & Business Support ( Personal Assistant)	Admin & HR (Personal / Executive Assistant)	b6	Sun	12	
817	page personnel	Secretarial & Business Support ( Sales Administration)	Sales, CS & Business Devpt (Sales Administration)	r11	Sun	6	
818	page personnel	Secretarial & Business Support ( Office Assistant)	Admin & HR (Personal / Executive Assistant)	b6	Sun	12	
819	page personnel	Secretarial & Business Support ( Office Manager)	Admin & HR (Administration / Operation Manager)	b1	Sun	12	
820	page personnel	Secretarial & Business Support ( Project Administrator)	E-commerce (Product Management / Business Analyst)	e15	Sun	12	
821	page personnel	Secretarial & Business Support ( Team Secretary)	Admin & HR (Secretary)	b9	Sun	12	
822	page personnel	Secretarial & Business Support ( Translator)	Professional Services (Translation)	o5	Sun	12	
823	page personnel	Secretarial & Business Support ( Data Entry)	Information Technology (IT) (Data Scientist)	h3	Sun	12	
824	page personnel	Customer Service ( Customer Service Officer – Inbound)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
825	page personnel	Customer Service ( Call centre)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
826	page personnel	Customer Service ( Customer facing)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
827	page personnel	Customer Service ( Sales Administration)	Sales, CS & Business Devpt (Sales Administration)	r11	Sun	6	
828	page personnel	Customer Service ( Sales support)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
829	page personnel	Customer Service ( Customer Service Manager)	Sales, CS & Business Devpt (Customer Service - Manager)	r5	Sun	6	
830	page personnel	Customer Service ( Supervisors / Team leaders)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
831	page personnel	Customer Service ( Claims & After Sales Services)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
832	page personnel	Customer Service ( Travel Agent)	Hospitality / F & B (Tourism / Travel Agency)	g4	Sun	19	
833	page personnel	Customer Service ( Customer Service Officer – Outbound)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
834	page personnel	Customer Service ( Sales Order Processing)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Sun	6	
835	page personnel	Sales ( Account Manager)	Accounting (Finance / Accounting Manager)	a7	Sun	6	
836	page personnel	Sales ( FMCG & Consumer)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
837	page personnel	Sales ( New Business Development)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
838	page personnel	Sales ( Business Services)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
839	page personnel	Sales ( Healthcare / Pharmaceutical)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
840	page personnel	Sales ( IT & Telecommunications)	Sales, CS & Business Devpt (Others)	r15	Sun	9	
841	page personnel	Sales ( Manufacturing)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
842	page personnel	Sales ( Financial & Professional Services)	Professional Services (Business Analysis / Data Analysis)	o1	Sun	4	
843	page personnel	Sales ( Property)	Sales, CS & Business Devpt (Others)	r15	Sun	23	
844	page personnel	Sales ( Travel / Leisure / Hospitality)	Sales, CS & Business Devpt (Others)	r15	Sun	21	
845	page personnel	Sales ( Agency)	Sales, CS & Business Devpt (Others)	r15	Sun	6	
846	page personnel	IT ( IT Support)	Information Technology (IT) (Support)	h15	Sun	9	
847	page personnel	IT ( IT Development)	Information Technology (IT) (Software Development)	h14	Sun	9	
848	page personnel	IT ( IT Business Analyst)	Information Technology (IT) (Product Management / Business Analyst)	h12	Sun	9	
849	page personnel	IT ( IT Project & Programme Management)	Information Technology (IT) (IT Project Management / Team Lead)	h9	Sun	9	
850	page personnel	IT ( IT Data Analysis)	Information Technology (IT) (Data Scientist)	h3	Sun	9	
851	page personnel	IT ( IT Systems & Testing)	Information Technology (IT) (Testing / QA)	h18	Sun	9	
852	page personnel	IT ( Systems Administration)	Information Technology (IT) (Network & System)	h11	Sun	9	
853	page personnel	IT ( IT Architecture)	Information Technology (IT) (Others)	h20	Sun	9	
854	page personnel	IT ( Networks)	Information Technology (IT) (Network & System)	h11	Sun	9	
855	page personnel	IT ( Infrastructure)	Information Technology (IT) (Others)	h20	Sun	9	
856	page personnel	IT ( IT Management)	Information Technology (IT) (IT Management)	h8	Sun	9	
857	page personnel	IT ( Senior Technical)	Information Technology (IT) (Technical / Functional Consulting)	h16	Sun	9	
858	page personnel	IT ( Consulting)	Information Technology (IT) (Technical / Functional Consulting)	h16	Sun	9	
859	page personnel	IT ( Database Administration / Development)	Information Technology (IT) (DBA)	h4	Sun	9	
860	page personnel	IT ( IT Graduate)	Information Technology (IT) (Others)	h20	Sun	9	
861	page personnel	IT ( Big Data)	Information Technology (IT) (Data Scientist)	h3	Sun	9	
862	page personnel	IT ( Business Intelligence)	Information Technology (IT) (Product Management / Business Analyst)	h12	Sun	9	
863	page personnel	IT ( Corporate consultancy)	Information Technology (IT) (Technical / Functional Consulting)	h16	Sun	9	
864	page personnel	IT ( Pre-sales / Post-sales)	Information Technology (IT) (Others)	h20	Sun	9	
865	page personnel	IT ( Security)	Information Technology (IT) (Security)	h13	Sun	9	
866	page personnel	IT ( Service Management / Delivery)	Information Technology (IT) (Others)	h20	Sun	9	
867	page personnel	IT ( Technical Writing / Training)	Information Technology (IT) (Technical Writing)	h17	Sun	9	
868	page personnel	Marketing ( Marketing Communications)	Marketing / Public Relations (Marketing - Marketing Communication)	k7		6	
869	page personnel	Marketing ( Product Marketing)	Marketing / Public Relations (Marketing - Brand / Product Management)	k3		6	
870	page personnel	Marketing ( Public Relations)	Marketing / Public Relations (Public Relations - General / Support)	k10		6	
871	page personnel	Marketing ( Retail)	Sales, CS & Business Devpt (Retail Sales)	r8		6	
872	page personnel	Marketing ( Digital, Online & Social Media)	Marketing / Public Relations (Digital Marketing)	k1		6	
873	page personnel	Marketing ( PR & Communication Agencies)	Marketing / Public Relations (Marketing - Marketing Communication)	k7		6	
874	page personnel	Marketing ( Research)	Marketing / Public Relations (Marketing - Market Research)	k6		4	
875	page personnel	Marketing ( Exhibitions / Events & Experiential)	Marketing / Public Relations (Public Relations - Event Management)	k9		6	
876	page personnel	Marketing ( Financial Services)	Banking / Finance (Financial Services)	c9		4	
877	page personnel	Marketing ( Brand & Design)	Marketing / Public Relations (Marketing - Brand / Product Management)	k3		14	
878	page personnel	Marketing ( CRM Agencies)	Marketing / Public Relations (Public Relations - General / Support)	k10		6	
879	page personnel	Marketing ( Marketing Assistant)	Marketing / Public Relations (Marketing - General / Support)	k5		6	
880	page personnel	Marketing ( Business Services)	Marketing / Public Relations (Others)	k11	Omar	6	
881	page personnel	Marketing ( Advertising Agency)	Media & Advertising (Account Servicing)	l2	Omar	6	
882	page personnel	Marketing ( Client/Investor Relations)	Marketing / Public Relations (Public Relations - General / Support)	k10		6	
883	page personnel	Marketing ( Creative)	Marketing / Public Relations (Others)	k11		6	
884	page personnel	Marketing ( Professional Services)	Marketing / Public Relations (Others)	k11		7	
885	page personnel	Marketing ( Media & Publishing)	Media & Advertising (Others)	l10		1	
886	page personnel	Marketing ( Media Planning & Buying)	Media & Advertising (Strategic Planning)	l9		4	
887	page personnel	Procurement & Supply Chain ( Procurement Management)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7		10	
888	page personnel	Procurement & Supply Chain ( Quality Assurance)	Transportation & Logistics (Supply Chain)	t11		26	
889	page personnel	Procurement & Supply Chain ( Logistics)	Transportation & Logistics (Supply Chain)	t11		24	
890	page personnel	Procurement & Supply Chain ( Direct Procurement)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7		4	
891	page personnel	Procurement & Supply Chain ( Production Planning)	Transportation & Logistics (Supply Chain)	t11		4	
892	page personnel	Procurement & Supply Chain ( Procurement / Spend Analysis)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7		4	
893	page personnel	Procurement & Supply Chain ( Indirect Procurement)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7		4	
894	page personnel	Procurement & Supply Chain ( Inventory Management)	Transportation & Logistics (Inventory / Warehousing)	t6		10	
895	page personnel	Procurement & Supply Chain ( Customer Service)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6		4	
896	page personnel	Procurement & Supply Chain ( Demand Planning)	Transportation & Logistics (Supply Chain)	t11		4	
897	page personnel	Procurement & Supply Chain ( Supply Chain Management)	Transportation & Logistics (Supply Chain)	t11		10	
898	page personnel	Procurement & Supply Chain ( Contract & Vendor Management)	Transportation & Logistics (Supply Chain)	t11		10	
899	page personnel	Procurement & Supply Chain ( Supply Chain Sales Forecast)	Transportation & Logistics (Supply Chain)	t11		4	
900	page personnel	Procurement & Supply Chain ( Supply Planning)	Transportation & Logistics (Supply Chain)	t11		4	
901	page personnel	Procurement & Supply Chain ( Import / Export)	Transportation & Logistics (Supply Chain)	t11		26	
902	page personnel	Procurement & Supply Chain ( Warehouse Manager)	Transportation & Logistics (Inventory / Warehousing)	t6		4	
903	page personnel	Procurement & Supply Chain ( 3PL)	Transportation & Logistics (Inventory / Warehousing)	t6		4	
904	page personnel	Human Resources ( Recruitment)	Admin & HR (Recruitment / Executive Search)	b8		0	
905	page personnel	Human Resources ( HR Generalist)	Admin & HR (Others)	b11		0	
906	page personnel	Human Resources ( Compensation & Benefits)	Admin & HR (Compensation & Benefits)	b3	Omar	12	
907	page personnel	Human Resources ( HR Administrator)	Admin & HR (Administration / Operation Manager)	b1		0	
908	page personnel	Human Resources ( Learning & Development / Training)	Admin & HR (Training & Development)	b10		0	
909	page personnel	Human Resources ( HR Assistant Manager/Manager)	Admin & HR (HR Director / Manager)	b4		0	
910	page personnel	Human Resources ( HR Officer)	Admin & HR (HR Director / Manager)	b4		0	
911	page personnel	Human Resources ( HR Business Partner)	Admin & HR (Others)	b11		0	
912	page personnel	Human Resources ( Talent Acquisition)	Admin & HR (Recruitment / Executive Search)	b8	Omar	11	
913	page personnel	Human Resources ( HR Co-ordinator/Assistant)	Admin & HR (HR Supporting Staff)	b5		0	
914	page personnel	Human Resources ( HR Payroll)	Admin & HR (Compensation & Benefits)	b3	Omar	0	
915	page personnel	Human Resources ( HR Information System)	Admin & HR (Others)	b11		0	
916	page personnel	Human Resources ( HR Shared Service)	Admin & HR (Others)	b11		0	
917	page personnel	Human Resources ( Employee Relations)	Admin & HR (Training & Development)	b10	Omar	12	
918	page personnel	Human Resources ( Global Mobility)	Admin & HR (Recruitment / Executive Search)	b8		17	
919	page personnel	Human Resources ( HR Projects)	Admin & HR (Administration / Operation Manager)	b1		0	
920	page personnel	Engineering & Manufacturing ( Quality, Technical)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8		5	
921	page personnel	Engineering & Manufacturing ( Health, Safety & Environment)	Engineering (Others)	f8		5	
922	page personnel	Engineering & Manufacturing ( Production, Manufacturing)	Manufacturing (Production Planning / Control)	j7		5	
923	page personnel	Engineering & Manufacturing ( Project / Programme Management)	Engineering (Engineering Project Management)	f4		5	
924	page personnel	Engineering & Manufacturing ( Engineering Design and R&D)	Engineering (Draftsman)	f2		5	
925	page personnel	Engineering & Manufacturing ( Electrical)	Engineering (Electrical / Electronics)	f3		5	
926	page personnel	Engineering & Manufacturing ( Facilities Management / Technical Manager)	Manufacturing (Manufacturing Management)	j4		5	
927	page personnel	Engineering & Manufacturing ( General Management)	Manufacturing (Manufacturing Management)	j4		5	
928	page personnel	Engineering & Manufacturing ( Maintenance, Reliability)	Manufacturing (Manufacturing Management)	j4		5	
929	page personnel	Engineering & Manufacturing ( Operations Management)	Manufacturing (Manufacturing Management)	j4		5	
930	page personnel	Engineering & Manufacturing ( Drafting / CAD)	Engineering (Draftsman)	f2		5	
931	page personnel	Engineering & Manufacturing ( Project Controls)	Engineering (Engineering Project Management)	f4		5	
